City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Lubango,AO,2020-02-24 01:08:20,-14.92,13.49,59.54,87,38,6.04
307,Olden,NO,2020-02-24 01:08:20,61.84,6.81,35.01,93,98,5.5
308,Alyangula,AU,2020-02-24 01:08:20,-13.85,136.42,86.0,79,100,13.87
309,Xam Nua,LA,2020-02-24 01:08:20,20.42,104.04,50.61,97,7,2.08
310,Kudahuvadhoo,MV,2020-02-24 01:08:21,2.67,72.89,82.4,80,100,17.13
311,Aykhal,RU,2020-02-24 01:08:21,66.0,111.5,6.8,92,100,6.71
312,Dezful,IR,2020-02-24 01:08:21,32.38,48.41,64.17,42,85,4.85
313,San Patricio,MX,2020-02-24 01:08:21,19.22,-104.7,82.4,78,20,11.41
314,Yinchuan,CN,2020-02-24 01:08:21,38.47,106.27,39.52,41,100,5.41
315,Belle Glade,US,2020-02-24 01:04:06,26.68,-80.67,71.6,77,20,4.7
316,Tuatapere,NZ,2020-02-24 01:08:22,-46.13,167.68,71.1,37,62,1.54
317,Nome,US,2020-02-24 01:08:22,64.5,-165.41,6.8,77,90,10.29
318,Dutse,NG,2020-02-24 01:08:22,11.76,9.34,70.16,18,0,10.2
319,Arzgir,RU,2020-02-24 01:08:22,45.37,44.22,39.04,81,99,10.04
320,Puerto Escondido,MX,2020-02-24 01:08:23,15.85,-97.07,84.2,89,40,10.29
321,Anju,KP,2020-02-24 01:08:23,39.62,125.66,35.22,78,58,5.44
322,Richards Bay,ZA,2020-02-24 01:08:23,-28.78,32.04,73.27,71,61,20.2
323,Asyut,EG,2020-02-24 01:08:23,27.18,31.18,51.8,66,56,9.17
324,Vanavara,RU,2020-02-24 01:08:23,60.34,102.28,11.25,96,100,7.36
325,Ornskoldsvik,SE,2020-02-24 01:08:24,63.29,18.72,33.8,58,0,27.51
326,Te Anau,NZ,2020-02-24 01:08:24,-45.42,167.72,60.04,60,1,5.86
327,Oudtshoorn,ZA,2020-02-24 01:08:24,-33.59,22.2,55.4,87,0,3.36
328,Matara,LK,2020-02-24 01:08:24,5.95,80.54,71.65,89,94,5.61
329,Dhidhdhoo,MV,2020-02-24 01:08:24,6.88,73.1,82.17,72,100,9.86
330,Greenwood,US,2020-02-24 01:08:24,34.17,-82.12,55.4,64,90,5.82
331,Shingu,JP,2020-02-24 01:08:25,33.73,135.98,50.0,43,0,4.7
332,Maragogi,BR,2020-02-24 01:08:25,-9.01,-35.22,82.35,79,5,13.62
333,San Pedro De Ycuamandiyu,PY,2020-02-24 01:08:25,-24.09,-57.08,73.35,38,44,4.94
334,Humboldt,US,2020-02-24 01:08:25,40.67,-123.92,53.01,93,75,10.29
335,Arlit,NE,2020-02-24 01:08:25,18.74,7.39,64.92,19,10,8.52
336,Cidreira,BR,2020-02-24 01:04:09,-30.18,-50.21,72.57,72,0,22.93
337,Chicama,PE,2020-02-24 01:08:26,-7.84,-79.15,73.4,88,75,8.05
338,Quesnel,CA,2020-02-24 01:08:26,53.0,-122.5,30.2,92,90,2.24
339,Olafsvik,IS,2020-02-24 01:08:26,64.89,-23.71,32.45,95,100,7.47
340,Walvis Bay,NA,2020-02-24 01:08:27,-22.96,14.51,64.0,93,59,11.41
341,Mandera,KE,2020-02-24 01:08:27,3.94,41.87,70.0,20,18,1.99
342,Shirokiy,RU,2020-02-24 01:08:27,49.76,129.52,12.97,94,100,4.45
343,Sao Paulo De Olivenca,BR,2020-02-24 01:08:27,-3.38,-68.87,73.72,93,70,0.87
344,Luyang,CN,2020-02-24 01:08:27,27.62,110.1,57.69,86,49,4.56
345,Praia,CV,2020-02-24 01:08:27,14.92,-23.51,69.8,73,20,12.75
346,Bambari,CF,2020-02-24 01:08:28,5.77,20.68,72.45,21,50,2.77
347,Cayenne,GF,2020-02-24 01:08:28,4.93,-52.33,80.6,83,75,6.93
348,Obo,CF,2020-02-24 01:08:28,5.4,26.49,72.34,17,2,4.59
349,Tari,NG,2020-02-24 01:08:28,12.41,4.49,77.77,12,0,14.61
350,Naze,JP,2020-02-24 01:08:28,28.37,129.48,64.4,59,0,4.7
351,Canandaigua,US,2020-02-24 01:08:29,42.87,-77.29,44.01,41,75,6.87
352,Port Augusta,AU,2020-02-24 01:08:29,-32.5,137.77,87.01,37,3,5.82
353,Njombe,TZ,2020-02-24 01:08:29,-9.33,34.77,60.71,97,100,2.73
354,Tautira,PF,2020-02-24 01:08:29,-17.73,-149.15,84.2,74,75,14.99
355,Arraial Do Cabo,BR,2020-02-24 01:08:29,-22.97,-42.03,75.9,68,100,8.68
356,Jardim,BR,2020-02-24 01:08:30,-21.48,-56.14,70.81,67,19,3.15
357,Ixtapa,MX,2020-02-24 01:04:33,20.7,-105.2,78.8,78,40,9.17
358,Acajutla,SV,2020-02-24 01:06:07,13.59,-89.83,82.51,69,0,10.42
359,Mayumba,GA,2020-02-24 01:08:30,-3.43,10.66,81.5,78,60,4.88
360,Marsh Harbour,BS,2020-02-24 01:05:13,26.54,-77.06,68.31,55,26,12.57
361,Rio Gallegos,AR,2020-02-24 01:08:31,-51.62,-69.22,59.0,44,75,17.22
362,Saint-Pierre,RE,2020-02-24 01:08:31,-21.34,55.48,75.2,69,7,8.05
363,Saint Anthony,US,2020-02-24 01:08:31,45.02,-93.22,39.2,60,1,6.93
364,Vakhrushev,RU,2020-02-24 01:08:31,48.98,142.97,12.63,74,0,0.51
365,Porto Santo,PT,2020-02-24 01:08:31,33.07,-16.34,66.2,82,20,13.87
366,Codrington,AU,2020-02-24 01:08:32,-38.27,141.97,62.37,89,91,12.91
367,Lesnoye,RU,2020-02-24 01:08:32,58.28,35.52,33.33,96,100,9.73
368,Kununurra,AU,2020-02-24 01:08:32,-15.77,128.73,91.4,59,44,10.29
369,Pochutla,MX,2020-02-24 01:08:32,15.74,-96.47,84.2,69,75,11.41
370,Dubbo,AU,2020-02-24 01:08:32,-32.25,148.62,77.0,57,87,3.36
371,Kenai,US,2020-02-24 01:08:33,60.55,-151.26,23.0,53,1,5.82
372,Motala,SE,2020-02-24 01:08:33,58.54,15.04,35.6,59,26,4.7
373,Yar-Sale,RU,2020-02-24 01:08:33,66.83,70.83,29.5,85,98,25.1
374,Bardiyah,LY,2020-02-24 01:08:33,31.76,25.09,55.22,71,16,21.88
375,Rawson,AR,2020-02-24 01:08:33,-43.3,-65.1,61.47,84,0,13.76
376,Mishan,CN,2020-02-24 01:08:34,45.55,131.88,22.24,82,33,11.59
377,Killybegs,IE,2020-02-24 01:08:34,54.63,-8.45,33.01,93,100,8.99
378,Yambio,SS,2020-02-24 01:08:34,4.57,28.4,75.6,44,50,4.18
379,Manokwari,ID,2020-02-24 01:08:34,-0.87,134.08,78.71,70,99,2.53
380,Ormara,PK,2020-02-24 01:08:34,25.21,64.64,72.64,75,0,11.95
381,Milkovo,RU,2020-02-24 01:08:35,54.72,158.62,-0.06,95,100,4.27
382,Port Macquarie,AU,2020-02-24 01:08:35,-31.43,152.92,73.4,100,75,4.7
383,Berdigestyakh,RU,2020-02-24 01:08:35,62.1,126.7,-6.99,97,87,4.23
384,Lanivtsi,UA,2020-02-24 01:08:35,49.86,26.09,45.93,90,100,20.87
385,Nicoya,CR,2020-02-24 01:08:36,10.15,-85.45,84.2,54,51,18.34
386,Muswellbrook,AU,2020-02-24 01:08:36,-32.27,150.9,78.01,58,94,4.0
387,Flin Flon,CA,2020-02-24 01:08:36,54.77,-101.86,33.8,69,75,2.24
388,Stornoway,GB,2020-02-24 01:08:36,58.21,-6.39,34.0,100,40,6.93
389,Cuiluan,CN,2020-02-24 01:08:36,47.72,128.65,12.87,92,100,3.58
390,Kempsey,AU,2020-02-24 01:08:37,-31.08,152.83,72.0,100,75,4.7
391,Margherita,IN,2020-02-24 01:08:37,27.28,95.68,62.6,82,75,4.7
392,Sola,VU,2020-02-24 01:08:37,-13.88,167.55,89.6,66,75,5.82
393,Ugoofaaru,MV,2020-02-24 01:08:37,5.67,73.0,83.14,74,42,18.61
394,Plyussa,RU,2020-02-24 01:08:37,58.43,29.37,33.12,89,63,8.68
395,Pecos,US,2020-02-24 01:08:37,31.42,-103.49,66.99,17,1,18.34
396,Lypova Dolyna,UA,2020-02-24 01:08:38,50.56,33.8,34.39,93,72,7.76
397,Tocopilla,CL,2020-02-24 01:08:38,-22.09,-70.2,61.75,56,0,4.68
398,Srikakulam,IN,2020-02-24 01:08:38,18.3,83.9,67.1,78,0,1.68
399,Valeggio Sul Mincio,IT,2020-02-24 01:08:38,45.35,10.74,52.0,93,97,3.36
400,Hurghada,EG,2020-02-24 01:05:49,27.26,33.81,60.8,62,100,9.17
401,Chara,RU,2020-02-24 01:08:39,56.91,118.26,1.51,70,88,4.34
402,Molteno,ZA,2020-02-24 01:08:39,-31.4,26.36,46.62,84,41,6.35
403,Oktyabrskiy,RU,2020-02-24 01:08:39,54.48,53.47,24.42,91,100,17.38
404,Gobabis,NA,2020-02-24 01:08:40,-22.45,18.97,63.14,80,92,4.07
405,Bonthe,SL,2020-02-24 01:08:40,7.53,-12.51,79.52,83,57,7.63
406,Saint-Louis,SN,2020-02-24 01:08:40,16.33,-15.0,80.6,47,89,4.7
407,Tetouan,MA,2020-02-24 01:08:40,35.57,-5.37,59.0,76,13,14.99
408,Watrous,CA,2020-02-24 01:08:40,51.67,-105.47,19.27,83,31,6.49
409,Puri,IN,2020-02-24 01:08:41,19.8,85.85,66.2,93,20,3.27
410,Bodden Town,KY,2020-02-24 01:08:25,19.28,-81.25,78.8,78,20,9.17
411,Altar,MX,2020-02-24 01:08:41,30.7,-111.82,64.0,45,4,5.99
412,Vila Velha,BR,2020-02-24 01:08:41,-20.33,-40.29,75.2,73,90,8.05
413,Shache,CN,2020-02-24 01:08:41,38.42,77.24,37.71,45,93,3.24
414,Vaxjo,SE,2020-02-24 01:08:41,56.88,14.81,35.6,100,71,8.05
415,Chaiyaphum,TH,2020-02-24 01:08:42,15.75,102.0,61.47,73,52,8.14
416,Wright,US,2020-02-24 01:08:42,45.18,-93.95,37.4,80,9,5.82
417,Nyrob,RU,2020-02-24 01:08:42,60.73,56.72,24.33,92,100,15.12
418,Asau,RO,2020-02-24 01:08:42,46.43,26.4,53.6,54,75,14.99
419,Moissac,FR,2020-02-24 01:08:42,44.1,1.09,48.99,80,90,4.7
420,Borogontsy,RU,2020-02-24 01:08:43,62.67,131.17,-5.44,98,99,2.15
421,Caboolture,AU,2020-02-24 01:08:43,-27.08,152.95,75.99,83,90,8.05
422,Diamantino,BR,2020-02-24 01:08:43,-14.41,-56.45,74.25,94,99,3.87
423,Pimentel,PE,2020-02-24 01:08:43,-6.84,-79.93,66.2,29,90,8.05
424,Scarborough,GB,2020-02-24 01:08:44,54.28,-0.4,41.0,77,35,3.36
425,Yangshan,CN,2020-02-24 01:08:44,28.76,115.03,55.76,86,96,4.97
426,Eyrarbakki,IS,2020-02-24 01:08:44,63.86,-21.15,30.99,92,90,5.82
427,Sinegorye,RU,2020-02-24 01:08:44,62.08,150.48,-15.84,93,23,1.14
428,Tranbjerg,DK,2020-02-24 01:08:44,56.09,10.12,42.8,87,35,13.87
429,Linxia,CN,2020-02-24 01:08:44,35.6,103.21,31.48,60,0,0.4
430,Maarianhamina,AX,2020-02-24 01:08:45,60.1,19.93,35.6,64,0,13.87
431,Longyearbyen,SJ,2020-02-24 01:08:45,78.22,15.64,-4.0,76,40,4.7
432,Trincomalee,LK,2020-02-24 01:08:45,8.57,81.23,73.89,92,100,3.33
433,Sarab,IR,2020-02-24 01:08:45,38.61,44.99,32.76,77,43,3.58
434,Zhigalovo,RU,2020-02-24 01:08:45,54.81,105.16,-4.31,100,33,0.89
435,Abay,KZ,2020-02-24 01:08:46,49.63,72.85,14.0,92,75,6.71
436,Lensk,RU,2020-02-24 01:08:46,60.73,114.93,12.31,92,99,10.83
437,Romny,UA,2020-02-24 01:08:46,50.75,33.47,34.84,92,84,7.85
438,Abakaliki,NG,2020-02-24 01:08:46,6.32,8.12,73.02,54,43,3.62
439,Birao,CF,2020-02-24 01:08:47,10.28,22.79,71.91,14,25,9.89
440,Ukiah,US,2020-02-24 01:08:47,39.15,-123.21,64.99,42,1,11.41
441,Waw,SS,2020-02-24 01:08:47,7.7,28.0,75.07,13,13,5.93
442,Puerto Asis,CO,2020-02-24 01:08:47,0.51,-76.5,71.74,99,100,0.89
443,Bambanglipuro,ID,2020-02-24 01:06:41,-7.95,110.28,78.26,83,44,4.32
444,Iztapa,GT,2020-02-24 01:08:48,13.93,-90.71,84.2,70,5,9.17
445,Narrabri,AU,2020-02-24 01:08:48,-30.32,149.78,77.0,61,90,9.17
446,Kasongo-Lunda,CD,2020-02-24 01:08:48,-6.47,16.82,69.8,95,100,2.04
447,Northam,GB,2020-02-24 01:08:48,51.03,-4.22,51.01,100,75,8.05
448,Kedrovyy,RU,2020-02-24 01:08:49,56.17,91.82,12.2,85,40,2.04
449,Ventspils,LV,2020-02-24 01:08:49,57.39,21.56,41.0,100,20,13.87
450,Umm Kaddadah,SD,2020-02-24 01:08:49,13.6,26.69,65.41,21,0,15.84
451,Altamont,US,2020-02-24 01:08:49,42.21,-121.74,51.8,40,1,21.92
452,Santa Cruz De Tenerife,ES,2020-02-24 01:04:12,28.47,-16.25,73.99,42,40,17.22
453,Kruisfontein,ZA,2020-02-24 01:08:49,-34.0,24.73,54.3,83,0,3.42
454,Nemuro,JP,2020-02-24 01:08:50,43.32,145.57,30.2,58,75,11.41
455,Sinnamary,GF,2020-02-24 01:08:50,5.38,-52.95,78.8,82,69,15.23
456,Deputatskiy,RU,2020-02-24 01:08:50,69.3,139.9,-20.7,94,3,3.27
457,Ochamchira,GE,2020-02-24 01:08:50,42.71,41.47,44.69,87,3,6.29
458,Rio Grande,BR,2020-02-24 01:04:24,-32.03,-52.1,68.0,75,1,1.01
459,Opuwo,NA,2020-02-24 01:08:51,-18.06,13.84,69.55,32,59,8.48
460,Wanaka,NZ,2020-02-24 01:08:51,-44.7,169.15,65.3,40,5,3.02
461,Tahoua,NE,2020-02-24 01:08:51,14.89,5.27,75.2,15,0,11.41
462,Rakitovo,BG,2020-02-24 01:08:51,41.98,24.08,39.99,74,83,4.7
463,Komsomolskiy,UZ,2020-02-24 01:08:52,40.43,71.72,46.4,75,75,2.24
464,Marfino,RU,2020-02-24 01:08:52,55.7,37.38,37.0,80,90,13.42
465,Itamarandiba,BR,2020-02-24 01:05:10,-17.86,-42.86,67.03,98,95,5.32
466,Abonnema,NG,2020-02-24 01:08:52,4.71,6.79,82.4,83,75,7.49
467,Frolovo,RU,2020-02-24 01:08:52,49.77,43.66,36.0,93,100,1.99
468,Vilhena,BR,2020-02-24 01:08:53,-12.74,-60.15,70.16,98,100,2.8
469,Strezhevoy,RU,2020-02-24 01:08:53,60.73,77.59,10.4,85,65,6.71
470,Libertador General San Martin,AR,2020-02-24 01:08:53,-23.81,-64.79,70.0,83,0,4.0
471,Tagusao,PH,2020-02-24 01:08:54,9.19,117.81,77.94,74,11,5.14
472,Elizabeth City,US,2020-02-24 01:08:54,36.29,-76.25,53.01,66,1,5.82
473,Marrakesh,MA,2020-02-24 01:08:54,31.63,-8.01,60.8,31,0,1.12
474,Roblin,CA,2020-02-24 01:08:54,51.23,-101.36,19.96,90,34,6.98
475,Derzhavinsk,KZ,2020-02-24 01:08:54,51.1,66.32,7.47,92,29,6.42
476,Bilma,NE,2020-02-24 01:08:54,18.69,12.92,61.12,30,74,17.56
477,Muros,ES,2020-02-24 01:08:55,42.78,-9.06,57.0,100,0,1.12
478,Wewak,PG,2020-02-24 01:08:55,-3.55,143.63,81.34,80,91,4.45
479,Sioux Lookout,CA,2020-02-24 01:08:55,50.1,-91.92,33.8,80,90,10.29
480,Salinopolis,BR,2020-02-24 01:08:55,-0.61,-47.36,82.09,83,18,13.76
481,Chimoio,MZ,2020-02-24 01:08:55,-19.12,33.48,69.12,97,100,11.68
482,Boras,SE,2020-02-24 01:08:56,57.72,12.94,35.01,92,33,4.7
483,Vao,NC,2020-02-24 01:08:56,-22.67,167.48,78.39,72,28,13.29
484,Talcahuano,CL,2020-02-24 01:08:56,-36.72,-73.12,59.0,82,20,10.29
485,Yulara,AU,2020-02-24 01:08:56,-25.24,130.99,86.0,23,0,17.22
486,Geraldton,AU,2020-02-24 01:08:56,-28.77,114.6,78.8,78,21,5.82
487,Marsaxlokk,MT,2020-02-24 01:08:57,35.84,14.54,55.0,93,20,11.41
488,Hami,CN,2020-02-24 01:08:57,42.8,93.45,28.8,60,36,4.16
489,Arequipa,PE,2020-02-24 01:07:39,-16.4,-71.53,55.4,100,90,6.93
490,Delta,NG,2020-02-24 01:08:57,5.5,6.0,80.11,89,4,2.95
491,Poronaysk,RU,2020-02-24 01:08:57,49.22,143.12,12.63,74,0,0.51
492,Soyo,AO,2020-02-24 01:08:58,-6.13,12.37,79.36,85,100,0.94
493,Charyshskoye,RU,2020-02-24 01:08:58,51.4,83.56,10.26,96,90,1.99
494,Springbok,ZA,2020-02-24 01:08:58,-29.66,17.89,68.76,23,0,11.48
495,Kamaishi,JP,2020-02-24 01:08:58,39.27,141.88,42.8,56,40,9.17
496,Hunchun,CN,2020-02-24 01:08:59,42.87,130.36,29.91,63,25,14.56
497,Kolondieba,ML,2020-02-24 01:08:59,11.09,-6.89,79.74,18,85,3.33
498,Ikwiriri,TZ,2020-02-24 01:08:59,-7.96,38.97,75.13,96,73,1.61
499,Ambatofinandrahana,MG,2020-02-24 01:08:59,-20.55,46.8,61.81,96,59,1.61
500,Broome,US,2020-02-24 01:08:59,42.25,-75.83,41.0,73,1,5.68
501,Coihaique,CL,2020-02-24 01:09:00,-45.58,-72.07,57.2,50,75,3.36
502,Manzhouli,CN,2020-02-24 01:09:00,49.6,117.43,4.21,87,0,7.92
503,Borovskoy,KZ,2020-02-24 01:09:00,53.8,64.15,8.53,97,70,8.61
504,Wanning,CN,2020-02-24 01:09:00,18.8,110.4,69.78,90,40,4.54
505,Puerto Madryn,AR,2020-02-24 01:09:00,-42.77,-65.04,61.75,73,0,13.98
506,Mestia,GE,2020-02-24 01:09:01,43.05,42.73,17.74,91,91,1.95
507,Lodja,CD,2020-02-24 01:09:01,-3.48,23.43,71.35,98,100,1.97
508,Vincennes,FR,2020-02-24 01:09:01,48.85,2.43,53.01,93,90,4.7
509,Amarante Do Maranhao,BR,2020-02-24 01:09:01,-5.57,-46.74,72.46,95,73,1.12
510,Aksarayskiy,RU,2020-02-24 01:09:01,46.79,48.01,35.6,80,75,8.95
511,Male,MV,2020-02-24 01:09:02,4.17,73.51,82.4,83,40,14.99
512,Garowe,SO,2020-02-24 01:09:02,8.41,48.48,64.81,93,57,7.29
513,Tadine,NC,2020-02-24 01:09:02,-21.55,167.88,81.5,67,17,13.09
514,Grand-Santi,GF,2020-02-24 01:09:02,4.25,-54.38,74.52,98,87,3.29
515,Yamada,JP,2020-02-24 01:09:03,39.47,141.95,39.97,47,0,3.56
516,Birjand,IR,2020-02-24 01:09:03,32.87,59.22,37.4,59,0,6.93
517,Murray Bridge,AU,2020-02-24 01:09:03,-35.12,139.27,84.99,44,57,3.0
518,Soltvadkert,HU,2020-02-24 01:09:03,46.58,19.39,53.01,53,100,16.11
519,Helong,CN,2020-02-24 01:09:03,42.54,129.0,26.82,82,16,7.81
520,Nouadhibou,MR,2020-02-24 01:09:04,20.93,-17.03,69.8,68,100,13.87
521,Thinadhoo,MV,2020-02-24 01:09:04,0.53,72.93,82.67,80,84,16.96
522,Bambous Virieux,MU,2020-02-24 01:09:04,-20.34,57.76,73.99,76,0,1.01
523,Amos,CA,2020-02-24 01:09:04,48.57,-78.12,37.99,74,90,9.17
524,Aduturai,IN,2020-02-24 01:09:05,11.01,79.48,71.71,93,91,5.39
525,San Cristobal,VE,2020-02-24 01:07:02,7.77,-72.22,78.8,65,40,2.24
526,Mareeba,AU,2020-02-24 01:09:03,-17.0,145.43,84.99,83,90,11.41
527,Bitung,ID,2020-02-24 01:08:12,1.45,125.18,84.2,79,20,3.49
528,Quatre Cocos,MU,2020-02-24 01:09:06,-20.21,57.76,73.99,76,0,1.01
529,Virginia Beach,US,2020-02-24 01:05:17,36.85,-75.98,53.6,49,1,4.7
530,Pangkalanbuun,ID,2020-02-24 01:07:27,-2.68,111.62,77.45,93,16,2.06
531,Zhigansk,RU,2020-02-24 01:09:07,66.77,123.37,-10.14,95,100,14.05
532,Husavik,IS,2020-02-24 01:09:07,66.04,-17.34,22.64,73,28,9.01
533,Mongo,TD,2020-02-24 01:09:07,12.18,18.69,69.96,16,0,11.32
534,Lusambo,CD,2020-02-24 01:09:08,-4.97,23.45,70.97,98,100,1.88
535,Gat,IL,2020-02-24 01:08:04,31.61,34.76,52.0,87,75,4.7
536,Sirpur,IN,2020-02-24 01:09:08,19.48,79.6,70.57,60,0,8.59
537,Semirom,IR,2020-02-24 01:09:08,31.42,51.57,34.02,77,68,4.59
538,Tilichiki,RU,2020-02-24 01:09:08,60.47,166.1,-0.27,87,100,7.9
539,Kijang,KR,2020-02-24 01:09:09,35.24,129.21,39.2,64,0,3.36
540,Raudeberg,NO,2020-02-24 01:09:09,61.99,5.14,37.4,69,100,14.99
541,Port Lincoln,AU,2020-02-24 01:09:09,-34.73,135.87,72.68,61,0,5.57
542,Pangody,RU,2020-02-24 01:09:09,65.85,74.49,25.81,91,100,21.92
543,Kolchugino,RU,2020-02-24 01:09:09,56.3,39.38,32.16,92,51,12.17
544,Palmer,US,2020-02-24 01:09:10,42.16,-72.33,42.8,51,40,4.7
545,Sovetskiy,RU,2020-02-24 01:09:10,61.36,63.58,23.67,87,76,13.22
546,Arvika,SE,2020-02-24 01:09:10,59.66,12.59,33.01,67,17,9.17
547,Marinha Grande,PT,2020-02-24 01:09:10,39.75,-8.93,55.99,87,0,2.24
548,Nantucket,US,2020-02-24 01:07:21,41.28,-70.1,41.0,80,1,13.87
549,Gamba,GA,2020-02-24 01:09:11,-2.65,10.0,77.43,92,70,3.62
550,Treinta Y Tres,UY,2020-02-24 01:09:11,-33.23,-54.38,62.4,72,17,11.36
551,Inhambane,MZ,2020-02-24 01:09:11,-23.86,35.38,77.32,78,100,27.96
552,Westerland,DE,2020-02-24 01:09:11,54.91,8.3,42.01,86,15,8.01
553,Nortelandia,BR,2020-02-24 01:09:12,-14.45,-56.8,72.64,98,99,1.63
554,Coralville,US,2020-02-24 01:05:15,41.68,-91.58,53.01,49,1,5.82
555,Bourail,NC,2020-02-24 01:09:12,-21.57,165.48,84.94,49,41,3.36
556,Itarema,BR,2020-02-24 01:09:12,-2.92,-39.92,75.65,92,27,4.7
557,Carbonia,IT,2020-02-24 01:09:12,39.17,8.52,51.01,93,0,11.41
558,Sakakah,SA,2020-02-24 01:09:12,29.97,40.21,57.2,35,100,12.75
559,Mingshui,CN,2020-02-24 01:09:13,36.72,117.5,57.0,50,100,6.31
560,Colombia,CU,2020-02-24 01:08:48,20.99,-77.43,68.0,100,40,10.29
561,Abu Dhabi,AE,2020-02-24 01:07:59,24.47,54.37,71.6,83,39,2.24
562,Sobolevo,RU,2020-02-24 01:09:14,54.43,31.9,31.15,86,42,9.44
563,Port Hawkesbury,CA,2020-02-24 01:07:51,45.62,-61.35,33.8,74,1,5.82
